sentence_index;sentence;polaridad
1446;It 's a scathing portrayal .;Positivo
1447;This is a good script , good dialogue , funny even for adults .;Positivo
1448;The characters are interesting and often very creatively constructed from figure to backstory .;Positivo
1449;The film will play equally well on both the standard and giant screens .;Positivo
1450;Moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .;Positivo
1453;Gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .;Positivo
1458;if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then Esther 's story is a compelling quest for truth .;Positivo
1459;Although the level of the comedy declines as the movie proceeds , there 's no denying the fun of watching De Niro and Crystal having fun .;Positivo
1461;For movie lovers as well as opera lovers , Tosca is a real treat .;Positivo
1463;Moretti 's compelling anatomy of grief and the difficult process of adapting to loss .;Positivo
1464;Challenging , intermittently engrossing and unflaggingly creative .;Positivo
1465;But it 's too long and too convoluted and it ends in a muddle .;Positivo
1468;` Easily my choice for one of the year 's best films . ';Positivo
1469;Charles ' entertaining film chronicles Seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic Adams ' attempts to get his shot at the big time .;Positivo
1470;That dogged good will of the parents and ` vain ' Jia 's defoliation of ego , make the film touching despite some doldrums .;Positivo
1471;The movie is for fans who ca n't stop loving anime , and the fanatical excess built into it .;Positivo
1472;The volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-Hollywood that it seems positively French in its rhythms and resonance .;Positivo
1473;A densely constructed , highly referential film , and an audacious return to form that can comfortably sit among Jean-Luc Godard 's finest work .;Positivo
1474;Michael Gerbosi 's script is economically packed with telling scenes .;Positivo
1475;A strangely compelling and brilliantly acted psychological drama .;Positivo
1476;"Candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .";Positivo
1477;Open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny .;Positivo
1478;Bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch Some Body first .;Positivo
1479;... a good , if not entirely fresh , look at war .;Positivo
1480;The film is powerful , accessible and funny .;Positivo
1483;If you dig on David Mamet 's mind tricks ... rent this movie and enjoy !;Positivo
1484;The primitive force of this film seems to bubble up from the vast collective memory of the combatants .;Positivo
1486;It is the sheer , selfish , wound-licking , bar-scrapping doggedness of Leon 's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .;Positivo
1487;A gorgeous , high-spirited musical from India that exquisitely blends music , dance , song , and high drama .;Positivo
1490;Despite the 2-D animation , The Wild Thornberrys Movie makes for a surprisingly cinematic experience .;Positivo
1491;... a fun little timewaster , helped especially by the cool presence of Jean Reno .;Positivo
1492;-LRB- Majidi -RRB- makes us think twice about immigrants we see around us every day .;Positivo
1493;Though only 60 minutes long , the film is packed with information and impressions .;Positivo
1495;Immersing us in the endlessly inventive , fiercely competitive world of hip-hop DJs , the project is sensational and revelatory , even if scratching makes you itch .;Positivo
1496;Further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of Dubya 's Axis of Evil .;Positivo
1497;There 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .;Positivo
1503;The vitality of the actors keeps the intensity of the film high , even as the strafings blend together .;Positivo
1504;Not since Japanese filmmaker Akira Kurosawa 's Ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .;Positivo
1505;We learn a lot about dying coral and see a lot of life on the reef .;Positivo
1506;If the first Men in Black was money , the second is small change .;Positivo
1507;But it still jingles in the pocket .;Positivo
1508;It 's fun lite .;Positivo
1509;Passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .;Positivo
1510;I just loved every minute of this film .;Positivo
1511;This is a winning ensemble comedy that shows Canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .;Positivo
1512;Just as moving , uplifting and funny as ever .;Positivo
1513;My Wife Is an Actress is an utterly charming French comedy that feels so American in sensibility and style it 's virtually its own Hollywood remake .;Positivo
1515;A muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that .;Positivo
1516;A tender , witty , captivating film about friendship , love , memory , trust and loyalty .;Positivo
1517;"Belongs to Daniel Day-Lewis as much as it belongs to Martin Scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .";Positivo
1518;An exhilarating futuristic thriller-noir , Minority Report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order;Positivo
1519;A psychological thriller with a genuinely spooky premise and an above-average cast , actor Bill Paxton 's directing debut is a creepy slice of gothic rural Americana .;Positivo
1520;While locals will get a kick out of spotting Cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .;Positivo
1522;If you 're hard up for raunchy college humor , this is your ticket right here .;Positivo
1523;Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .;Positivo
1524;Corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless .;Positivo
1526;At all .;Positivo
1527;While it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it 's alarmingly current .;Positivo
1528;Feature debuter D.J. Caruso directs a crack ensemble cast , bringing screenwriter Tony Gayton 's narcotics noir to life .;Positivo
1530;Harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .;Positivo
1532;Director of photography Benoit Delhomme shot the movie in delicious colors , and the costumes and sets are grand .;Positivo
1533;The movie 's relatively simple plot and uncomplicated morality play well with the affable cast .;Positivo
1534;The film is quiet , threatening and unforgettable .;Positivo
1536;deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises;Positivo
1537;Trademark American triteness and simplicity are tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son .;Positivo
1538;One from the heart .;Positivo
1539;More concerned with Sade 's ideas than with his actions .;Positivo
1540;The movie achieves as great an impact by keeping these thoughts hidden as ... -LRB- Quills -RRB- did by showing them .;Positivo
1541;An entertaining , colorful , action-filled crime story with an intimate heart .;Positivo
1542;While Undisputed is n't exactly a high , it is a gripping , tidy little movie that takes Mr. Hill higher than he 's been in a while .;Positivo
1543;The most compelling Wiseman epic of recent years .;Positivo
1544;The socio-histo-political treatise is told in earnest strides ... -LRB- and -RRB- personal illusion is deconstructed with poignancy .;Positivo
1545;It 's great escapist fun that recreates a place and time that will never happen again .;Positivo
1548;A woman 's pic directed with resonance by Ilya Chaiken .;Positivo
1550;... Brian De Palma is utterly mad : cinema mad , set-piece mad , style mad .;Positivo
1551;It 's a beautiful madness .;Positivo
1552;Generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .;Positivo
1553;There are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .;Positivo
1554;A grimly competent and stolid and earnest military courtroom drama .;Positivo
1555;Escaping the studio , Piccoli is warmly affecting and so is this adroitly minimalist movie .;Positivo
1556;Very psychoanalytical -- provocatively so -- and also refreshingly literary .;Positivo
1557;A gorgeous , witty , seductive movie .;Positivo
1558;The special effects and many scenes of weightlessness look as good or better than in the original , while the Oscar-winning sound and James Horner 's rousing score make good use of the hefty audio system .;Positivo
1559;On the heels of The Ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .;Positivo
1560;With Rabbit-Proof Fence , Noyce has tailored an epic tale into a lean , economical movie .;Positivo
1561;-LRB- A -RRB- n utterly charming and hilarious film that reminded me of the best of the Disney comedies from the 60s .;Positivo
1563;Thanks to Haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , Far From Heaven actually pulls off this stylistic juggling act .;Positivo
1564;Birthday Girl is an amusing joy ride , with some surprisingly violent moments .;Positivo
1572;This movie is a snow emergency .;Positivo
1573;Like Mike is n't interested in recycling old cliches .;Positivo
1574;It wants to tweak them with a taste of tangy new humor .;Positivo
1575;Smith is careful not to make fun of these curious owners of architectural oddities .;Positivo
1576;Instead , he shows them the respect they are due .;Positivo
1577;A mess when it comes to the characters and writing ... but works its way underneath the skin like few movies have in recent memory .;Positivo
1578;Drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .;Positivo
1579;Zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .;Positivo
1580;A solid examination of the male midlife crisis .;Positivo
1583;A beguiling , slow-moving parable about the collision of past and present on a remote seacoast in Iran .;Positivo
1584;My Big Fat Greek Wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .;Positivo
1585;Kept aloft largely by a comically adept ensemble .;Positivo
1589;Atom Egoyan has conjured up a multilayered work that tackles any number of fascinating issues;Positivo
1590;essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of Aliens .;Positivo
1592;The whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film .;Positivo
1593;While its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .;Positivo
1594;Hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .;Positivo
1596;It 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way .;Positivo
1597;If you 've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .;Positivo
1598;Exciting and direct , with ghost imagery that shows just enough to keep us on our toes .;Positivo
1599;Whether writer-director Anne Fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .;Positivo
1600;What the film lacks in general focus it makes up for in compassion , as Corcuera manages to find the seeds of hope in the form of collective action .;Positivo
1601;"If you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .";Positivo
1602;The quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .;Positivo
1603;This film seems thirsty for reflection , itself taking on adolescent qualities .;Positivo
1604;Another one of those estrogen overdose movies like `` Divine Secrets of the Ya Ya Sisterhood , '' except that the writing , acting and character development are a lot better .;Positivo
1605;A breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .;Positivo
1606;A romantic comedy enriched by a sharp eye for manners and mores .;Positivo
1607;Viewers of `` The Ring '' are more likely to remember the haunting images than the plot holes .;Positivo
1608;A delightful coming-of-age story .;Positivo
1609;One of those energetic surprises , an original that pleases almost everyone who sees it .;Positivo
1612;Jones ... does offer a brutal form of charisma .;Positivo
1613;Despite its title , Punch-Drunk Love is never heavy-handed .;Positivo
1614;The jabs it employs are short , carefully placed and dead-center .;Positivo
1615;There 's a wickedly subversive bent to the best parts of Birthday Girl .;Positivo
1616;Likely to expertly drum up repressed teenage memories in any viewer .;Positivo
1620;The movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .;Positivo
1621;What distinguishes Time of Favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .;Positivo
1622;Smart , provocative and blisteringly funny .;Positivo
1623;Nothing is sacred in this gut-buster .;Positivo
1624;The movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge .;Positivo
1626;Filmmakers who can deftly change moods are treasures and even marvels .;Positivo
1627;So , too , is this comedy about mild culture clashing in today 's New Delhi .;Positivo
1628;If Steven Soderbergh 's ` Solaris ' is a failure it is a glorious failure .;Positivo
1629;`` Mostly Martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .;Positivo
1630;It 's a scattershot affair , but when it hits its mark it 's brilliant .;Positivo
1631;A pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .;Positivo
1633;A spellbinding African film about the modern condition of rootlessness , a state experienced by millions around the globe .;Positivo
1634;It 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .;Positivo
1637;A giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of Oscar-winners : Susan Sarandon and Goldie Hawn .;Positivo
1638;Its maker , Steven Spielberg , has n't had so much fun in two decades , since he was schlepping Indiana Jones around the globe in search of a giant misplaced ashtray .;Positivo
1639;Oscar Wilde 's masterpiece , The Importance of Being Earnest , may be the best play of the 19th century .;Positivo
1640;It 's so good that its relentless , polished wit can withstand not only inept school productions , but even Oliver Parker 's movie adaptation .;Positivo
1641;The movie does a good job of laying out some of the major issues that we encounter as we journey through life .;Positivo
1642;Brilliantly explores the conflict between following one 's heart and following the demands of tradition .;Positivo
1643;This remake gets all there is to get out of a peculiar premise with promise : Al Pacino loathing Robin Williams .;Positivo
1644;The next generation of mob movie .;Positivo
1645;Part low rent Godfather .;Positivo
1646;Part Three Stooges .;Positivo
1647;Lan Yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most American love stories look downright unfree .;Positivo
1648;A thinly veiled look at different aspects of Chinese life clashing with each other .;Positivo
1649;Light years \/ several warp speeds \/ levels and levels of dilithium crystals better than the pitiful Insurrection .;Positivo
1650;Which is n't to say that it 's the equal of some of its predecessors .;Positivo
1651;If this story must be told and retold -- and indeed it must -- then The Grey Zone is to be lauded for finding a new and ingenious angle .;Positivo
1652;The Lion King was a roaring success when it was released eight years ago , but on Imax it seems better , not just bigger .;Positivo
1653;A gripping movie , played with performances that are all understated and touching .;Positivo
1654;The piece plays as well as it does thanks in large measure to Anspaugh 's three lead actresses .;Positivo
1655;The inspirational screenplay by Mike Rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .;Positivo
1656;Not the kind of film that will appeal to a mainstream American audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .;Positivo
1657;Director Andrew Niccol ... demonstrates a wry understanding of the quirks of fame .;Positivo
1658;His healthy sense of satire is light and fun ...;Positivo
1659;About a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological .;Positivo
1662;Majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .;Positivo
1664;The minor figures surrounding -LRB- Bobby -RRB- ... form a gritty urban mosaic .;Positivo
1665;This is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other .;Positivo
1666;It 's a demented kitsch mess -LRB- although the smeary digital video does match the muddled narrative -RRB- , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .;Positivo
1667;There is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .;Positivo
1668;All-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .;Positivo
1669;An interesting story with a pertinent -LRB- cinematically unique -RRB- message , told fairly well and scored to perfection , I found myself struggling to put my finger on that elusive `` missing thing . '';Positivo
1670;A movie with a real anarchic flair .;Positivo
7332;Without non-stop techno or the existential overtones of a Kieslowski morality tale , MaelstrÃ¶m is just another Winter Sleepers .;Positivo
7334;` A ' for creativity but comes across more as a sketch for a full-length comedy .;Positivo
7335;If there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .;Positivo
7336;The script kicks in , and Mr. Hartley 's distended pace and foot-dragging rhythms follow .;Positivo
7337;-LRB- E -RRB- ventually , every idea in this film is flushed down the latrine of heroism .;Positivo
7340;Looks and feels like a project better suited for the small screen .;Positivo
7341;In its best moments , resembles a bad high school production of Grease , without benefit of song .;Positivo
7342;Indifferently implausible popcorn programmer of a movie .;Positivo
7343;It 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .;Positivo
7346;At times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .;Positivo
7349;Mom and Dad can catch some quality naptime along the way .;Positivo
7351;The best that can be said about the work here of Scottish director Ritchie ... is that he obviously does n't have his heart in it .;Positivo
7352;Less dizzying than just dizzy , the jaunt is practically over before it begins .;Positivo
7353;Slick piece of cross-promotion .;Positivo
7356;It all drags on so interminably it 's like watching a miserable relationship unfold in real time .;Positivo
7358;-LRB- T -RRB- here 's only so much anyone can do with a florid , overplotted , Anne Rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .;Positivo
7359;It 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism .;Positivo
7360;The techno tux is good for a few laughs , as are Chan and Hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for The Tuxedo .;Positivo
7362;Apart from dazzling cinematography , we 've seen just about everything in Blue Crush in one form or the other .;Positivo
7363;Too much of the humor falls flat .;Positivo
7364;Detox is ultimately a pointless endeavor .;Positivo
7370;`` Roger Michell -LRB- '' Notting Hill `` -RRB- directs a morality thriller . '';Positivo
7372;There is no pleasure in watching a child suffer .;Positivo
7373;Just embarrassment and a vague sense of shame .;Positivo
7374;The movie 's accumulated force still feels like an ugly knot tightening in your stomach .;Positivo
7377;And that leaves a hole in the center of The Salton Sea .;Positivo
7378;There 's just no currency in deriding James Bond for being a clichÃ©d , doddering , misogynistic boy 's club .;Positivo
7379;When the film ended , I felt tired and drained and wanted to lie on my own deathbed for a while .;Positivo
7380;Full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny;Positivo
7381;The film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .;Positivo
7382;The Iditarod lasts for days - this just felt like it did .;Positivo
7386;Should have been someone else -;Positivo
7387;The film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .;Positivo
7388;Why make a documentary about these marginal historical figures ?;Positivo
7389;Would n't one about their famous dad , author of Death in Venice , etc. , be more valuable ?;Positivo
7390;The lower your expectations , the more you 'll enjoy it .;Positivo
7391;Rarely has leukemia looked so shimmering and benign .;Positivo
7393;I had to look away - this was god awful .;Positivo
7394;Even in this less-than-magic kingdom , Reese rules .;Positivo
7395;Velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene .;Positivo
7396;Just one bad idea after another .;Positivo
7397;Because of an unnecessary and clumsy last scene , ` Swimfan ' left me with a very bad feeling .;Positivo
7398;Though Moonlight Mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .;Positivo
7399;A movie that hovers somewhere between an acute character study and a trite power struggle .;Positivo
7400;Corpus Collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .;Positivo
7401;The last 20 minutes are somewhat redeeming , but most of the movie is the same teenage American road-trip drek we 've seen before - only this time you have to read the fart jokes;Positivo
7404;Involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .;Positivo
7405;Overall the film feels like a low-budget TV pilot that could not find a buyer to play it on the tube .;Positivo
7406;It 's of the quality of a lesser Harrison Ford movie - Six Days , Seven Nights , maybe , or that dreadful Sabrina remake .;Positivo
7407;It appears that something has been lost in the translation to the screen .;Positivo
7408;Despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on TV and purports to amuse small children and ostensible adults .;Positivo
7409;An unclassifiably awful study in self - and audience-abuse .;Positivo
7411;Hey Arnold !;Positivo
7412;The Movie could have been made 40 years ago , and parents ' appreciation of it may depend on whether they consider that a good thing .;Positivo
7413;This one is definitely one to skip , even for horror movie fanatics .;Positivo
7415;Once the 50 year old Benigni appears as the title character , we find ourselves longing for the block of wood to come back .;Positivo
7417;If the movie succeeds in instilling a wary sense of ` there but for the grace of God , ' it is far too self-conscious to draw you deeply into its world .;Positivo
7418;There are simply too many ideas floating around -- part farce , part Sliding Doors , part pop video -- and yet failing to exploit them .;Positivo
7419;It takes a strange kind of laziness to waste the talents of Robert Forster , Anne Meara , Eugene Levy , and Reginald VelJohnson all in the same movie .;Positivo
7421;Expect the same-old , lame-old slasher nonsense , just with different scenery .;Positivo
7422;The Cold Turkey would 've been a far better title .;Positivo
7423;The idea of 49-year-old Roberto Benigni playing the wooden boy Pinocchio is scary enough .;Positivo
7424;The reality of the new live-action Pinocchio he directed , cowrote and starred in borders on the grotesque .;Positivo
7425;The ga-zillionth airhead movie about a wife in distress who resorts to desperate measures .;Positivo
7426;Zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .;Positivo
7427;Try as I may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` Thank you ! ';Positivo
7429;While it 's nice to watch a movie that has n't been focus-grouped into tedium , Yu 's cinematic alchemy produces nearly as much lead as gold .;Positivo
7430;It treats women like idiots .;Positivo
7431;Though Catch Me If You Can is n't badly made , the fun slowly leaks out of the movie .;Positivo
7432;Just an average comedic dateflick but not a waste of time .;Positivo
7433;A valueless kiddie paean to pro basketball underwritten by the NBA .;Positivo
7435;For starters , the story is just too slim .;Positivo
7438;The film takes the materials of human tragedy and dresses them in lovely costumes , Southern California locations and star power .;Positivo
7439;It has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .;Positivo
7440;Almost gags on its own gore .;Positivo
7441;How do you spell clichÃ© ?;Positivo
7442;It 's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show .;Positivo
7444;While -LRB- Hill -RRB- has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .;Positivo
7446;Too much of it feels unfocused and underdeveloped .;Positivo
7447;Under 15 ?;Positivo
7448;A giggle a minute .;Positivo
7450;Big Fat Waste of Time .;Positivo
7451;Hey Arnold !;Positivo
7452;The Movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .;Positivo
7453;Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .;Positivo
7454;This is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .;Positivo
7455;You really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .;Positivo
7458;Well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .;Positivo
7459;I thought my own watch had stopped keeping time as I slogged my way through Clockstoppers .;Positivo
7460;While much of the cast has charm -- especially Allodi and Nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .;Positivo
7461;This directorial debut from music video show-off Higuchinsky is all flash .;Positivo
7462;Yes , Ballistic is silly .;Positivo
7463;Unfortunately , it 's not silly fun unless you enjoy really bad movies .;Positivo
7464;The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .;Positivo
7465;The longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .;Positivo
7466;While it 's genuinely cool to hear characters talk about early rap records -LRB- Sugar Hill Gang , etc. -RRB- , the constant referencing of hip-hop arcana can alienate even the savviest audiences .;Positivo
7467;Not only unfunny , but downright repellent .;Positivo
7468;Care deftly captures the wonder and menace of growing up , but he never really embraces the joy of Fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .;Positivo
7469;Forced , familiar and thoroughly condescending .;Positivo
7470;Does little more than play an innocuous game of fill-in - the-blanks with a tragic past .;Positivo
7471;K-19 exploits our substantial collective fear of nuclear holocaust to generate cheap Hollywood tension .;Positivo
7472;Has a long and clunky ending ... which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience 's awkward silence;Positivo
7473;A ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .;Positivo
7474;Whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .;Positivo
7475;Uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .;Positivo
7476;The entire movie is about a boring , sad man being boring and sad .;Positivo
