sentence_index;sentence;polaridad
7477;The plot convolutions ultimately add up to nothing more than jerking the audience 's chain .;Positivo
7478;Confirms the nagging suspicion that Ethan Hawke would be even worse behind the camera than he is in front of it .;Positivo
7480;It 's a trifle of a movie , with a few laughs surrounding an unremarkable soft center .;Positivo
7481;Holden Caulfield did it better .;Positivo
7482;A synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .;Positivo
7483;Oh come on .;Positivo
7487;Not exactly the Bees Knees;Positivo
7488;It does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28K modem .;Positivo
7489;The kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .;Positivo
7490;Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff .;Positivo
7491;The film contains no good jokes , no good scenes , barely a moment when Carvey 's Saturday Night Live-honed mimicry rises above the level of embarrassment .;Positivo
7492;Jacquot 's rendering of Puccini 's tale of devotion and double-cross is more than just a filmed opera .;Positivo
7493;In his first stab at the form , Jacquot takes a slightly anarchic approach that works only sporadically .;Positivo
7494;Chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .;Positivo
7495;It 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .;Positivo
7496;This is nothing but familiar territory .;Positivo
7497;In execution , this clever idea is far less funny than the original , Killers From Space .;Positivo
7498;One of the more irritating cartoons you will see this , or any , year .;Positivo
7499;A broad , melodramatic estrogen opera that 's pretty toxic in its own right .;Positivo
7500;Too slow , too long and too little happens .;Positivo
7501;"The film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .";Positivo
7502;It 's just filler .;Positivo
7503;Sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .;Positivo
7504;Utterly lacking in charm , wit and invention , Roberto Benigni 's Pinocchio is an astonishingly bad film .;Positivo
7505;A hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the Mason-Dixon line .;Positivo
7506;Scores no points for originality , wit , or intelligence .;Positivo
7507;It 's a cookie-cutter movie , a cut-and-paste job .;Positivo
7511;Pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer Adam Larson Broder and his co-director , Tony R. Abrams , in their feature debut .;Positivo
7512;At its best , Queen is campy fun like the Vincent Price horror classics of the '60s .;Positivo
7513;At its worst , it implodes in a series of very bad special effects .;Positivo
7515;It takes a certain kind of horror movie to qualify as ` worse than expected , ' but Ghost Ship somehow manages to do exactly that .;Positivo
7516;On the bright side , it contains Jesse Ventura 's best work since the XFL .;Positivo
7517;Despite impeccable acting ... and a script that takes some rather unexpected -LRB- even , at times , preposterous -RRB- turns , Love is just too , too precious in the end .;Positivo
7518;A TV style murder mystery with a few big screen moments -LRB- including one that seems to be made for a different film altogether -RRB- .;Positivo
7519;By getting myself wrapped up in the visuals and eccentricities of many of the characters , I found myself confused when it came time to get to the heart of the movie .;Positivo
7520;Too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .;Positivo
7521;Dilbert without the right-on satiric humor .;Positivo
7522;Manages to show life in all of its banality when the intention is quite the opposite .;Positivo
7524;Minority Report is exactly what the title indicates , a report .;Positivo
7526;If you believe any of this , I can make you a real deal on leftover Enron stock that will double in value a week from Friday .;Positivo
7527;To call The Other Side of Heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .;Positivo
7528;In exactly 89 minutes , most of which passed as slowly as if I 'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .;Positivo
7530;I 'd have to say the star and director are the big problems here .;Positivo
7531;Without the dark spookiness of Crystal Lake Camp , the horror concept completely loses its creepy menace .;Positivo
7532;It 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication -LRB- and who knew they even had any ? -RRB- .;Positivo
7533;While the Resident Evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .;Positivo
7534;For close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .;Positivo
7535;To my taste , the film 's comic characters come perilously close to being Amoses and Andys for a new generation .;Positivo
7536;What the director ca n't do is make either of Val Kilmer 's two personas interesting or worth caring about .;Positivo
7537;In an effort , I suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .;Positivo
7538;It 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .;Positivo
7540;... nothing scary here except for some awful acting and lame special effects .;Positivo
7542;A very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .;Positivo
7543;"Not an objectionable or dull film ; it merely lacks everything except good intentions .";Positivo
7545;Once -LRB- Kim -RRB- begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .;Positivo
7546;The words , ` Frankly , my dear , I do n't give a damn , ' have never been more appropriate .;Positivo
7547;What 's next : `` My Mother the Car ? '';Positivo
7548;All the amped-up Tony Hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .;Positivo
7549;A sequel that 's much too big for its britches .;Positivo
7550;So unremittingly awful that labeling it a dog probably constitutes cruelty to canines .;Positivo
7552;A perplexing example of promise unfulfilled , despite many charming moments .;Positivo
7553;For all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .;Positivo
7554;A coarse and stupid gross-out .;Positivo
7555;a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .;Positivo
7556;Does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .;Positivo
7557;There 's something with potential here , but the movie decides , like Lavinia , to go the conservative route .;Positivo
7558;It 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .;Positivo
7559;The stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious .;Positivo
7560;But the power of these -LRB- subjects -RRB- is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .;Positivo
7567;A string of rehashed sight gags based in insipid vulgarity .;Positivo
7568;The movie is Dawn of the Dead crossed with John Carpenter 's Ghosts of Mars , with zombies not as ghoulish as the first and trains not as big as the second .;Positivo
7569;Basically a static series of semi-improvised -LRB- and semi-coherent -RRB- raps between the stars .;Positivo
7570;Too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... The Isle defies an easy categorization .;Positivo
7573;`` The Time Machine '' is a movie that has no interest in itself .;Positivo
7575;... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .;Positivo
7579;The film 's essentially over by the meet-cute .;Positivo
7580;I 'm sure if you 're a Hartley fan , you might enjoy yourself ... Me , I did n't care for it .;Positivo
7581;It 's about following your dreams , no matter what your parents think .;Positivo
7582;Socrates motions for hemlock .;Positivo
7583;"The script is n't very good ; not even someone as gifted as Hoffman -LRB- the actor -RRB- can make it work .";Positivo
7584;Walter Hill 's pulpy , stylized boxing melodrama Undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .;Positivo
7585;It has all the excitement of eating oatmeal .;Positivo
7586;It 's hard to know whether or not to recommend this film because for every thing it does right there 's at least one and occasionally two things it gets ever so wrong .;Positivo
7587;Although there are several truly jolting scares , there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .;Positivo
7588;I 'll bet the video game is a lot more fun than the film .;Positivo
7589;Star Trek : Nemesis meekly goes where nearly every Star Trek movie has gone before .;Positivo
7591;Like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all .;Positivo
7592;I do n't mind having my heartstrings pulled , but do n't treat me like a fool .;Positivo
7597;Its well of thorn and vinegar -LRB- and simple humanity -RRB- has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .;Positivo
7598;For all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , Lily Chou-Chou never really builds up a head of emotional steam .;Positivo
7599;Do n't be fooled by the impressive cast list - Eye See You is pure junk .;Positivo
7600;Not since Freddy Got Fingered has a major release been so painful to sit through .;Positivo
7601;The documentary does little , apart from raising the topic , to further stoke the conversation .;Positivo
7602;Plays like a volatile and overlong W magazine fashion spread .;Positivo
7603;A better title , for all concerned , might be Swept Under the Rug .;Positivo
7604;This movie seems to have been written using Mad-libs .;Positivo
7606;Hilariously inept and ridiculous .;Positivo
7607;"Vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .";Positivo
7608;-LRB- A -RRB- shapeless blob of desperate entertainment .;Positivo
7609;Feels too formulaic and too familiar to produce the transgressive thrills of early underground work .;Positivo
7610;Given how heavy-handed and portent-heavy it is , this could be the worst thing Soderbergh has ever done .;Positivo
7611;a by-the-numbers patient\/doctor pic that covers all the usual ground;Positivo
7612;A dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .;Positivo
7613;Stealing Harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .;Positivo
7615;For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal .;Positivo
7616;With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry 's boss , there is n't a redeeming moment here .;Positivo
7617;It 's a grab bag of genres that do n't add up to a whole lot of sense .;Positivo
7618;Movie fans , get ready to take off ... the other direction .;Positivo
7620;The intent is almost exactly the same -LRB- as The Full Monty -RRB- .;Positivo
7621;All that 's missing is the spontaneity , originality and delight .;Positivo
7622;No one but a convict guilty of some truly heinous crime should have to sit through The Master of Disguise .;Positivo
7623;Even the finest chef ca n't make a hotdog into anything more than a hotdog , and Robert De Niro ca n't make this movie anything more than a trashy cop buddy comedy .;Positivo
7624;There 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .;Positivo
7625;It 's not without its pleasures , but I 'll stick with The Tune .;Positivo
7627;Despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .;Positivo
7628;More maudlin than sharp .;Positivo
7629;This is an egotistical endeavor from the daughter of horror director Dario Argento -LRB- a producer here -RRB- , but her raw performance and utter fearlessness make it strangely magnetic .;Positivo
7630;It 's slow -- very , very slow .;Positivo
7631;It 's not the ultimate Depression-era gangster movie .;Positivo
7632;That 's pure PR hype .;Positivo
7633;Characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license Avary employs .;Positivo
7637;There seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .;Positivo
7641;It 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .;Positivo
7642;Slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?;Positivo
7645;My reaction in a word : disappointment .;Positivo
7647;It kinda works and qualifies as cool at times , but is just too lame to work or be cool at others .;Positivo
7648;Sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is Rebecca Romijn-Stamos .;Positivo
7650;Feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .;Positivo
7651;For each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike Tara Reid , whose acting skills are comparable to a cardboard cutout .;Positivo
7653;I 've always dreamed of attending Cannes , but after seeing this film , it 's not that big a deal .;Positivo
7654;"The vintage is pure ' 87 , with a halfhearted twist on its cautionary message : Fatal Attraction = do n't have an affair with a nutjob ; Unfaithful = do n't if you 're married to one .";Positivo
7656;It can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .;Positivo
7657;Yes , dull .;Positivo
7659;Director Uwe Boll and the actors provide scant reason to care in this crude '70s throwback .;Positivo
7662;This piece of Channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .;Positivo
7663;An occasionally funny , but overall limp , fish-out-of-water story .;Positivo
7664;A bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ...;Positivo
7665;It 's mighty tedious for the viewer who has to contend with unpleasant characters , hit-and-miss performances and awkwardly staged scenes .;Positivo
7666;As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum , not even Ms. Redgrave 's noblest efforts can redeem it from hopeless sentimentality .;Positivo
7667;New Best Friend 's Playboy-mansion presentation of college life is laugh-out-loud ludicrous .;Positivo
7671;"Scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; Perdition , meanwhile , reads more like Driving Miss Daisy than GoodFellas .";Positivo
7672;While the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target .;Positivo
7674;This is n't even Madonna 's Swept Away .;Positivo
7676;The director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .;Positivo
7677;... the film suffers from a lack of humor -LRB- something needed to balance out the violence -RRB- ...;Positivo
7679;An overemphatic , would-be wacky , ultimately tedious sex farce .;Positivo
7680;Has all the depth of a wading pool .;Positivo
7681;This is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .;Positivo
7684;If this disposable tissue has one wild card , it 's John Turturro , who 's simply fab as a Spanish butler with a foot fetish .;Positivo
7685;One long string of cliches .;Positivo
7687;-LRB- Leigh -RRB- lays it on so thick this time that it feels like a suicide race .;Positivo
7691;But its awkward structure keeps breaking the spell .;Positivo
7692;At once half-baked and overheated .;Positivo
7693;There 's a solid woman - finding-herself story somewhere in here , but you 'd have to dig pretty deep to uncover it .;Positivo
7694;I still ca n't relate to Stuart : He 's a mouse , for cryin ' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough .;Positivo
7695;-LRB- Serry -RRB- wants to blend politics and drama , an admirable ambition .;Positivo
7696;It 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .;Positivo
7697;By the miserable standards to which the slasher genre has sunk , ... actually pretty good .;Positivo
7702;Its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?;Positivo
7705;A momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .;Positivo
7706;... think of it as American Pie On Valium .;Positivo
7707;Dull , lifeless , and amateurishly assembled .;Positivo
7710;It 's a bad thing when a movie has about as much substance as its end credits blooper reel .;Positivo
7711;With its dogged Hollywood naturalism and the inexorable passage of its characters toward sainthood , Windtalkers is nothing but a sticky-sweet soap .;Positivo
7712;Some of it is clever , but it is never melodic \/;Positivo
7714;For AIDS and Africa are nothing more than part of the scenery .;Positivo
7715;No aspirations to social import inform the movie version .;Positivo
7717;Manages to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious .;Positivo
7718;This rather superficial arthouse middle-brow film knows how to please a crowd , and that 's about all it does well .;Positivo
7719;It 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .;Positivo
7722;The film 's tone and pacing are off almost from the get-go .;Positivo
7724;More whiny downer than corruscating commentary .;Positivo
7727;Suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by Hollywood .;Positivo
7728;Coughs and sputters on its own postmodern conceit .;Positivo
7731;A sometimes tedious film .;Positivo
7732;Teen movies have really hit the skids .;Positivo
7736;What is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .;Positivo
7737;does paint some memorable images ... , but Makhmalbaf keeps her distance from the characters;Positivo
7738;It uses the pain and violence of war as background material for color .;Positivo
7740;The movie , directed by Mick Jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .;Positivo
7741;It 's everything you do n't go to the movies for .;Positivo
7745;American Chai encourages rueful laughter at stereotypes only an Indian-American would recognize .;Positivo
7747;It made me want to wrench my eyes out of my head and toss them at the screen .;Positivo
7748;Due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality .;Positivo
7749;... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .;Positivo
7751;Combining quick-cut editing and a blaring heavy metal much of the time , Beck seems to be under the illusion that he 's shooting the latest System of a Down video .;Positivo
7753;It 's a buggy drag .;Positivo
7754;Works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .;Positivo
7759;A great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .;Positivo
7760;There ought to be a directing license , so that Ed Burns can have his revoked .;Positivo
7761;The structure the film takes may find Matt Damon and Ben Affleck once again looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned .;Positivo
7763;... a boring parade of talking heads and technical gibberish that will do little to advance the Linux cause .;Positivo
7766;There is n't nearly enough fun here , despite the presence of some appealing ingredients .;Positivo
7768;Directed in a paint-by-numbers manner .;Positivo
7770;A lackluster , unessential sequel to the classic Disney adaptation of J.M. Barrie 's Peter Pan .;Positivo
7771;Samira Makhmalbaf 's new film Blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal;Positivo
7772;... routine , harmless diversion and little else .;Positivo
7773;Late Marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep U.S. viewers off their feet .;Positivo
7775;While there 's something intrinsically funny about Sir Anthony Hopkins saying ` Get in the car , bitch , ' this Jerry Bruckheimer production has little else to offer;Positivo
7777;Let 's hope -- shall we ?;Positivo
7782;There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .;Positivo
7783;If you 've ever entertained the notion of doing what the title of this film implies , what Sex With Strangers actually shows may put you off the idea forever .;Positivo
7784;In the end , the movie collapses on its shaky foundation despite the best efforts of director Joe Carnahan .;Positivo
7785;Adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .;Positivo
7788;It 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .;Positivo
7789;Every time you look , Sweet Home Alabama is taking another bummer of a wrong turn .;Positivo
7790;Partway through watching this saccharine , Easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected TV show .;Positivo
7792;Portentous and pretentious , The Weight of Water is appropriately titled , given the heavy-handedness of it drama .;Positivo
7794;Jason X is positively anti-Darwinian : nine sequels and 400 years later , the teens are none the wiser and Jason still kills on auto-pilot .;Positivo
7795;To say this was done better in Wilder 's Some Like It Hot is like saying the sun rises in the east .;Positivo
7796;At the very least , if you do n't know anything about Derrida when you walk into the theater , you wo n't know much more when you leave .;Positivo
7799;The only excitement comes when the credits finally roll and you get to leave the theater .;Positivo
7800;There 's no emotional pulse to Solaris .;Positivo
7802;It ca n't decide if it wants to be a mystery\/thriller , a romance or a comedy .;Positivo
7809;Deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .;Positivo
7810;A misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .;Positivo
7811;Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .;Positivo
7812;It 's basically an overlong episode of Tales from the Crypt .;Positivo
7813;The film makes a fatal mistake : It asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .;Positivo
7814;Another in-your-face wallow in the lower depths made by people who have never sung those blues .;Positivo
7816;"I ca n't quite recommend it -- it 's too patched together -- but I almost can ; it 's the kind of movie that makes you want to like it .";Positivo
7821;On the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .;Positivo
7824;Makes for a pretty unpleasant viewing experience .;Positivo
7826;Although Huppert 's intensity and focus has a raw exhilaration about it , The Piano Teacher is anything but fun .;Positivo
7829;Very bad .;Positivo
7831;May reawaken discussion of the Kennedy assassination but this fictional film looks made for cable rather than for the big screen .;Positivo
7832;If looking for a thrilling sci-fi cinematic ride , do n't settle for this Imposter .;Positivo
7833;Not really bad so much as distasteful : We need kidnapping suspense dramas right now like we need doomsday thrillers .;Positivo
7834;The result is a gaudy bag of stale candy , something from a Halloween that died .;Positivo
7835;Davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .;Positivo
7836;The Man From Elysian Fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .;Positivo
7837;The messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated Old Testament tale of Jonah and the Whale .;Positivo
7838;Determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .;Positivo
7839;Historical dramas fused with love triangle is a well worn conceit .;Positivo
7840;But this films lacks the passion required to sell the material .;Positivo
7845;There 's not enough here to justify the almost two hours .;Positivo
7846;The X potion gives the quickly named Blossom , Bubbles and Buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .;Positivo
7847;Perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .;Positivo
7848;Verbinski implements every hack-artist trick to give us the ooky-spookies .;Positivo
7849;McConaughey 's fun to watch , the dragons are okay , not much fire in the script .;Positivo
7850;An unwise amalgam of Broadcast News and Vibes .;Positivo
7851;Skins has a right to yawp , and we have a right to our grains of salt .;Positivo
7852;Who needs love like this ?;Positivo
7853;Hit and miss as far as the comedy goes and a big ole ' miss in the way of story .;Positivo
7854;Returning aggressively to his formula of dimwitted comedy and even dimmer characters , Sandler , who also executive produces , has made a film that makes previous vehicles look smart and sassy .;Positivo
7855;Exists then as an occasionally insightful acting exercise .;Positivo
7856;Trite , banal , cliched , mostly inoffensive .;Positivo
7857;Mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .;Positivo
7858;It 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .;Positivo
7861;A sequence of ridiculous shoot - 'em - up scenes .;Positivo
7862;Nothing in Waking Up in Reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .;Positivo
7875;I felt sad for Lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by Rohmer , for example .;Positivo
7876;Prurient playthings aside , there 's little to love about this English trifle .;Positivo
7877;This is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed James Bond into the mindless XXX mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .;Positivo
7879;It 's played in the most straight-faced fashion , with little humor to lighten things up .;Positivo
7882;At least one scene is so disgusting that viewers may be hard pressed to retain their lunch .;Positivo
7883;A disappointment for those who love alternate versions of the Bard , particularly ones that involve deep fryers and hamburgers .;Positivo
7884;The film tries too hard to be funny and tries too hard to be hip .;Positivo
7885;The end result is a film that 's neither .;Positivo
7886;Every nanosecond of the The New Guy reminds you that you could be doing something else far more pleasurable .;Positivo
7887;Something like scrubbing the toilet .;Positivo
7890;Scooby Dooby Doo \/ And Shaggy too \/ You both look and sound great .;Positivo
7891;\/ But Daphne , you 're too Buff \/ Fred thinks he 's tough \/ And Velma - wow , you 've lost weight !;Positivo
7892;Is the time really ripe for a warmed-over James Bond adventure , with a village idiot as the 007 clone ?;Positivo
7893;There 's enough melodrama in this Magnolia Primavera to make PTA proud yet director Muccino 's characters are less worthy of Puccini than they are of daytime television .;Positivo
7894;However it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust .;Positivo
7896;But it could have been worse .;Positivo
7897;Some of their jokes work , but most fail miserably and in the end , Pumpkin is far more offensive than it is funny .;Positivo
7898;"Even horror fans will most likely not find what they 're seeking with Trouble Every Day ; the movie lacks both thrills and humor .";Positivo
7899;comes off like a rejected ABC Afterschool Special , freshened up by the dunce of a Screenwriting 101 class .;Positivo
7900;... Designed to provide a mix of smiles and tears , `` Crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .;Positivo
7903;The title not only describes its main characters , but the lazy people behind the camera as well .;Positivo